,63.0,63.5,64.0,64.5,65,65.5,66.0,66.5,67.0,67.5
circum,,,,,,,,,,
72.5,50,50,50,49,49,49,48,48,47,47
72.0,50,50,49,49,49,48,47,47,46,46
71.5,49,49,49,48,48,47,47,46,46,46
71.0,49,49,48,47,47,46,46,46,45,45
70.5,48,48,47,46,46,46,46,45,45,45
70.0,47,47,46,46,46,45,45,45,44,44
69.5,46,46,46,45,45,45,44,44,44,44
69.0,46,46,45,45,45,44,44,44,43,43
68.5,45,45,45,44,44,44,43,43,43,43
68.0,45,45,44,44,44,43,43,43,42,42
67.5,44,44,44,43,43,43,42,42,42,41
67.0,44,44,43,43,43,42,42,42,41,41
66.5,43,43,43,42,42,42,41,41,41,40
66.0,43,42,42,42,41,41,41,41,40,40
65.5,42,42,42,41,41,41,40,40,40,39
65.0,42,41,41,41,40,40,40,39,39,39
64.5,41,41,41,40,40,40,39,39,39,38
64.0,41,40,40,40,39,39,39,38,38,38
63.5,40,40,39,39,39,38,38,38,37,37
63.0,40,39,39,39,38,38,38,37,37,37
62.5,39,39,38,38,38,37,37,37,36,36
62.0,38,38,38,37,37,37,36,36,36,35
61.5,38,37,37,37,36,36,36,36,35,35
61.0,37,37,37,36,36,36,35,35,35,34
60.5,37,36,36,36,35,35,35,34,34,34
60.0,36,36,35,35,35,34,34,34,33,33
59.5,35,35,35,34,34,34,33,33,33,33
59.0,35,35,34,34,34,33,33,33,32,32
58.5,34,34,34,33,33,33,32,32,32,31
58.0,34,33,33,33,32,32,32,31,31,31
57.5,33,33,32,32,32,31,31,31,30,30
57.0,32,32,32,31,31,31,30,30,30,29
56.5,32,31,31,31,30,30,30,29,29,29
56.0,31,31,30,30,30,30,29,29,29,28
55.5,31,30,30,30,29,29,29,28,28,28
55.0,30,30,29,29,29,28,28,28,27,27
54.5,29,29,29,28,28,28,27,27,27,26
54.0,29,28,28,28,27,27,27,26,26,26
53.5,28,28,27,27,27,26,26,26,25,25
53.0,27,27,27,26,26,26,25,25,25,24
52.5,27,26,26,26,25,25,25,24,24,24
52.0,26,26,25,25,25,24,24,24,23,23
51.5,25,25,25,24,24,24,23,23,23,22
51.0,25,24,24,24,23,23,23,22,22,22
50.5,24,23,23,23,23,22,22,22,21,21
50.0,23,23,22,22,22,21,21,21,21,20
49.5,22,22,22,21,21,21,20,20,20,19
49.0,22,21,21,21,20,20,20,19,19,19
48.5,21,21,20,20,20,19,19,19,19,19
48.0,20,20,20,19,19,19,19,18,18,18
47.5,19,19,19,19,19,18,18,18,17,17
47.0,19,19,19,18,18,18,17,17,17,16
46.5,18,18,18,17,17,17,17,16,16,16
46.0,18,17,17,17,16,16,16,15,15,15
45.5,17,17,16,16,16,15,15,15,14,14
45.0,16,16,15,15,15,15,14,14,14,13
