,70.0,70.5,71.0,71.5,72.0,72.5,73.0,73.5,74.0,74.5
circum,,,,,,,,,,
33.5,39,38,38,38,38,38,37,37,37,37
33.0,38,38,38,37,37,37,37,37,36,36
32.5,38,37,37,37,37,36,36,36,36,36
32.0,37,37,37,36,36,36,36,36,35,35
31.5,36,36,36,36,36,35,35,35,35,35
31.0,36,36,35,35,35,35,35,34,34,34
30.5,35,35,35,35,34,34,34,34,34,33
30.0,35,34,34,34,34,34,33,33,33,33
29.5,34,34,34,33,33,33,33,32,32,32
29.0,33,33,33,33,32,32,32,32,32,31
28.5,33,32,32,32,32,32,31,31,31,31
28.0,32,32,32,31,31,31,31,31,30,30
27.5,31,31,31,31,30,30,30,30,30,29
27.0,31,30,30,30,30,30,29,29,29,29
26.5,30,30,30,29,29,29,29,28,28,28
26.0,29,29,29,29,28,28,28,28,28,27
25.5,29,28,28,28,28,27,27,27,27,27
25.0,28,28,27,27,27,27,26,26,26,26
24.5,27,27,27,26,26,26,26,26,25,25
24.0,26,26,26,26,25,25,25,25,25,24
23.5,25,25,25,25,25,24,24,24,24,24
23.0,25,24,24,24,24,24,23,23,23,23
22.5,24,24,23,23,23,23,23,22,22,22
22.0,23,23,23,22,22,22,22,22,21,21
21.5,22,22,22,21,21,21,21,21,20,20
21.0,21,21,21,21,20,20,20,20,20,19
20.5,20,20,20,20,19,19,19,19,19,18
20.0,19,19,19,19,19,18,18,18,18,18
19.5,18,18,18,18,18,17,17,17,17,17
19.0,18,17,17,17,17,16,16,16,16,16
18.5,17,16,16,16,16,15,15,15,15,15
18.0,15,15,15,15,15,14,14,14,14,14
17.5,14,14,14,14,14,13,13,13,13,13
17.0,13,13,13,13,13,12,12,12,12,11
16.5,12,12,12,12,11,11,11,11,11,10
16.0,11,11,11,10,10,10,10,10,9,9
15.5,10,10,9,9,9,9,9,8,8,8
15.0,9,8,8,8,8,8,7,7,7,7
14.5,7,7,7,7,7,6,6,6,6,6
